DIM_COUNTRY_CODE,Year,Cause_Code,Cause_Title,DIM_AGEGROUP_CODE,DIM_SEX_CODE,ATTR_POPULATION_NUMERIC,VAL_YLL_RATE100K_NUMERIC,VAL_YLL_COUNT_NUMERIC,VAL_YLL_COUNT_HIGH,VAL_YLL_COUNT_LOW,VAL_YLD_RATE100K_NUMERIC,VAL_YLD_COUNT_NUMERIC,VAL_YLD_COUNT_HIGH,VAL_YLD_COUNT_LOW,DALY_Rate_per_100K,VAL_DALY_COUNT_NUMERIC,VAL_DALY_COUNT_HIGH,VAL_DALY_COUNT_LOW,Death_Rate_per_100K,VAL_DTHS_COUNT_NUMERIC,VAL_DTHS_COUNT_HIGH,VAL_DTHS_COUNT_LOW,VAL_PROP_DTHS_PERCENT,VAL_PROP_YLD_PERCENT,VAL_PROP_DALY_PERCENT,FLAG_LEVEL,FLAG_TREEMAP,DIM_CAUSE_GROUP,FLAG_SINGLE_CAUSE,FLAG_RANKABLE,FLAG_SHOW,X_RecordID,Sys_PK,Sys_RowTitle,Sys_Version,Sys_VersionID,Sys_OriginCode,Sys_LoadBy,Sys_CommitDateUtc,Sys_FirstLoadBy,Sys_FirstCommitDateUtc,Sys_ID,Sys_BatchID,Sys_FirstBatchID,contin,System,Continent
ETH,2000,10,"Communicable, maternal, perinatal and nutritional conditions",TOTAL,MALE,33640494,79090.05,26606282.77,44301885.04,14730855.23,2812.31,946073.79,1551120.95,532512.35,81902.35,27552356.56,45853006,15263367.59,1048.86,352841.35,579764.64,198558.08,68.2,32.1,72.2,1,0,1,0,0,1,002fff02-0cbf-4c6d-895f-9f7cd746c10a,-2147447527,-,1,002FFF02-0CBF-4C6D-895F-9F7CD746C10A.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,002fff02-0cbf-4c6d-895f-9f7cd746c10a,589626,589626,AF17,OBGYN,Africa
ETH,2000,20,Infectious and parasitic diseases,TOTAL,MALE,33640494,40982.62,13786756.31,25504539.96,6257247.68,1518.65,510882.05,833100.2,289831.15,42501.27,14297638.36,26337640.16,6547078.83,604.45,203339.14,366247.86,96631.01,39.3,17.3,37.5,2,0,1,0,0,1,0bf287b3-a346-41fd-9072-c9cbad687438,-2147447526,-,1,0BF287B3-A346-41FD-9072-C9CBAD687438.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,0bf287b3-a346-41fd-9072-c9cbad687438,589626,589626,AF17,Unspecified,Africa
ETH,2000,30,Tuberculosis,TOTAL,MALE,33640494,7541.01,2536833.47,3726978.14,1101559.19,178.11,59917.19,97380.96,31819.48,7719.12,2596750.67,3824359.1,1133378.67,160.87,54117.12,81230.67,27294.77,10.5,2,6.8,3,1,1,1,1,1,3dd1be73-162d-435f-8e2a-320eb6816217,-2147447525,-,1,3DD1BE73-162D-435F-8E2A-320EB6816217.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,3dd1be73-162d-435f-8e2a-320eb6816217,589626,589626,AF17,Resp,Africa
ETH,2000,40,STDs excluding HIV,TOTAL,MALE,33640494,383.44,128992.63,294695.26,43426.42,18.65,6272.41,11339.62,3055.5,402.09,135265.04,306034.88,46481.92,4.36,1465.97,3651.62,478.69,0.3,0.2,0.4,3,0,1,0,0,1,da36f4b5-4114-48d9-8604-ba0c08fbc6be,-2147447524,-,1,DA36F4B5-4114-48D9-8604-BA0C08FBC6BE.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,da36f4b5-4114-48d9-8604-ba0c08fbc6be,589626,589626,AF17,OBGYN,Africa
ETH,2000,50,Syphilis,TOTAL,MALE,33640494,381.62,128379.54,238668,72217.39,7.92,2664.37,4298.87,1504.02,389.54,131043.91,242966.86,73721.42,4.31,1450.25,2991.66,789.39,0.3,0.1,0.3,4,1,1,1,1,1,a9816939-ed7b-4739-9793-c1ac82fe1039,-2147447523,-,1,A9816939-ED7B-4739-9793-C1AC82FE1039.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,a9816939-ed7b-4739-9793-c1ac82fe1039,589626,589626,AF17,OBGYN,Africa
ETH,2000,60,Chlamydia,TOTAL,MALE,33640494,0,0,0,0,1.46,492.29,948.59,202.17,1.46,492.29,948.59,202.17,0,0,0,0,0,0,0,4,1,1,1,1,1,6f8fe703-ba89-4b98-9672-f548a978720c,-2147447522,-,1,6F8FE703-BA89-4B98-9672-F548A978720C.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,6f8fe703-ba89-4b98-9672-f548a978720c,589626,589626,AF17,OBGYN,Africa
ETH,2000,70,Gonorrhoea,TOTAL,MALE,33640494,1,335.01,2211.23,39.61,0.9,301.34,653.6,101.66,1.89,636.35,2864.83,141.27,0.02,8.3,56.52,0.98,0,0,0,4,1,1,1,1,1,839e9207-fae4-4ad7-a15c-3491844dff31,-2147447521,-,1,839E9207-FAE4-4AD7-A15C-3491844DFF31.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,839e9207-fae4-4ad7-a15c-3491844dff31,589626,589626,AF17,OBGYN,Africa
ETH,2000,80,Trichomoniasis,TOTAL,MALE,33640494,0,0,0,0,0.37,124.12,292.27,40.8,0.37,124.12,292.27,40.8,0,0,0,0,0,0,0,4,1,1,1,1,1,250a7bf4-e5e7-494d-864a-f672c5fbbcf6,-2147447520,-,1,250A7BF4-E5E7-494D-864A-F672C5FBBCF6.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,250a7bf4-e5e7-494d-864a-f672c5fbbcf6,589626,589626,AF17,OBGYN,Africa
ETH,2000,85,Genital herpes,TOTAL,MALE,33640494,0,0,0,0,3.79,1275.84,2601.31,525.1,3.79,1275.84,2601.31,525.1,0,0,0,0,0,0,0,4,1,1,1,1,1,2b211b5b-7eab-4633-8a83-0920dcbbbb42,-2147447519,-,1,2B211B5B-7EAB-4633-8A83-0920DCBBBB42.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,2b211b5b-7eab-4633-8a83-0920dcbbbb42,589626,589626,AF17,OBGYN,Africa
ETH,2000,90,Other STDs,TOTAL,MALE,33640494,0.83,278.08,1806.08,33.02,4.2,1414.45,2544.98,681.74,5.03,1692.53,4351.06,714.76,0.02,7.42,50.46,0.88,0,0,0,4,1,1,1,0,1,3d2b55f8-b60c-4747-934a-4845b72af816,-2147447518,-,1,3D2B55F8-B60C-4747-934A-4845B72AF816.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,3d2b55f8-b60c-4747-934a-4845b72af816,589626,589626,AF17,OBGYN,Africa
ETH,2000,100,HIV/AIDS,TOTAL,MALE,33640494,5724.29,1925678.53,3041677,1107398.52,124.54,41895.77,63734.14,25640.36,5848.83,1967574.3,3105411.15,1133038.88,93.15,31337.51,49775.12,18445.98,6.1,1.4,5.2,3,1,1,0,1,1,055589c7-85de-438f-aec1-06ca460ec75e,-2147447517,-,1,055589C7-85DE-438F-AEC1-06CA460EC75E.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,055589c7-85de-438f-aec1-06ca460ec75e,589626,589626,AF17,OBGYN,Africa
ETH,2000,110,Diarrhoeal diseases,TOTAL,MALE,33640494,12270.94,4128005.12,5641643.94,3089866.9,293,98566.97,146022.67,62845.62,12563.94,4226572.09,5787666.61,3152712.52,157.94,53132.91,78392.08,36470.95,10.3,3.3,11.1,3,1,1,1,1,1,133ed9e8-1f63-4e5b-acf5-195ea5fe234a,-2147447516,-,1,133ED9E8-1F63-4E5B-ACF5-195EA5FE234A.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,133ed9e8-1f63-4e5b-acf5-195ea5fe234a,589626,589626,AF17,GI,Africa
ETH,2000,120,Childhood-cluster diseases,TOTAL,MALE,33640494,6016.76,2024066.51,4566236.06,600079.64,19.04,6405.93,12044.43,2959.85,6035.8,2030472.44,4578280.49,603039.48,70.5,23715.01,53096.71,7031.08,4.6,0.2,5.3,3,0,1,0,0,1,6984d4b3-982e-468b-96a8-27b19f1036d7,-2147447515,-,1,6984D4B3-982E-468B-96A8-27B19F1036D7.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,6984d4b3-982e-468b-96a8-27b19f1036d7,589626,589626,AF17,Unspecified,Africa
ETH,2000,130,Whooping cough,TOTAL,MALE,33640494,1910.4,642667.73,1076898.19,343557.07,10.45,3514.06,5569.64,2066.72,1920.85,646181.79,1082467.82,345623.79,21.52,7239.19,12388.55,3797,1.4,0.1,1.7,4,1,1,1,1,1,36255da4-2ff1-451f-bb6e-935009da57e2,-2147447514,-,1,36255DA4-2FF1-451F-BB6E-935009DA57E2.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,36255da4-2ff1-451f-bb6e-935009da57e2,589626,589626,AF17,Resp,Africa
ETH,2000,140,Diphtheria,TOTAL,MALE,33640494,234.28,78811.47,116460.57,45723.61,0.04,14.42,33.69,4.79,234.32,78825.89,116494.26,45728.4,2.7,907.67,1366.6,518.08,0.2,0,0.2,4,1,1,1,1,1,819a6117-2aa0-4214-9e14-26a8d52ad57c,-2147447513,-,1,819A6117-2AA0-4214-9E14-26A8D52AD57C.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,819a6117-2aa0-4214-9e14-26a8d52ad57c,589626,589626,AF17,Resp,Africa
ETH,2000,150,Measles,TOTAL,MALE,33640494,2775.39,933654.1,1636638.26,368891.49,8.21,2761.26,6186.24,842.62,2783.6,936415.36,1642824.49,369734.11,31.41,10567.77,18523.69,4195.83,2,0.1,2.5,4,1,1,1,1,1,30ebbc04-5675-4f6a-836c-b26690df11dc,-2147447512,-,1,30EBBC04-5675-4F6A-836C-B26690DF11DC.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,30ebbc04-5675-4f6a-836c-b26690df11dc,589626,589626,AF17,Resp,Africa
ETH,2000,160,Tetanus,TOTAL,MALE,33640494,1096.69,368933.21,612616.07,190950.85,0.35,116.19,254.87,45.72,1097.04,369049.4,612870.94,190996.57,14.86,5000.39,8519.57,2390.44,1,0,1,4,1,1,1,1,1,c573dd2b-b6b5-497f-91fa-b5a788eec619,-2147447511,-,1,C573DD2B-B6B5-497F-91FA-B5A788EEC619.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,c573dd2b-b6b5-497f-91fa-b5a788eec619,589626,589626,AF17,Neuro,Africa
ETH,2000,170,Meningitis,TOTAL,MALE,33640494,3457.17,1163009.28,1468833.56,864325.11,84.68,28485.13,39184.35,19240.99,3541.85,1191494.41,1508017.91,883566.1,44.84,15085.29,19169.62,11146.6,2.9,1,3.1,3,1,1,1,1,1,47304263-79cc-40f9-bce2-f42f58f95e42,-2147447510,-,1,47304263-79CC-40F9-BCE2-F42F58F95E42.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,47304263-79cc-40f9-bce2-f42f58f95e42,589626,589626,AF17,Neuro,Africa
ETH,2000,180,Encephalitis,TOTAL,MALE,33640494,68.12,22916.45,33876.47,15045.99,4.34,1458.73,2013.27,996.62,72.46,24375.18,35889.74,16042.61,0.9,303.92,464.43,190.13,0.1,0,0.1,3,1,1,1,1,1,c6bb3bab-a3f3-4a4f-9d82-3a2a07a75ccc,-2147447509,-,1,C6BB3BAB-A3F3-4A4F-9D82-3A2A07A75CCC.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,c6bb3bab-a3f3-4a4f-9d82-3a2a07a75ccc,589626,589626,AF17,Neuro,Africa
ETH,2000,185,Hepatitis,TOTAL,MALE,33640494,274.93,92486.51,262833.21,15044.73,7.08,2381.86,4465.58,1104.83,282.01,94868.36,267298.79,16149.56,5.07,1705.82,4883.26,292.93,0.3,0.1,0.2,3,0,1,0,0,1,50ffa977-0684-4d6a-8b3f-bde316b18d6c,-2147447508,-,1,50FFA977-0684-4D6A-8B3F-BDE316B18D6C.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,50ffa977-0684-4d6a-8b3f-bde316b18d6c,589626,589626,AF17,GI,Africa
ETH,2000,186,Acute hepatitis A,TOTAL,MALE,33640494,74.91,25200.93,69392.9,7298.67,3.21,1078.99,1809.27,583.52,78.12,26279.92,71202.16,7882.19,1.1,370.96,1248.09,84.8,0.1,0,0.1,4,1,1,1,1,1,2b190c1a-ffad-481c-8977-c6a401541820,-2147447507,-,1,2B190C1A-FFAD-481C-8977-C6A401541820.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,2b190c1a-ffad-481c-8977-c6a401541820,589626,589626,AF17,GI,Africa
ETH,2000,190,Acute hepatitis B,TOTAL,MALE,33640494,145.1,48811.52,96209.26,14167.1,3.02,1014.44,2074.38,409.51,148.11,49825.96,98283.65,14576.6,2.89,972.15,1942.38,264.12,0.2,0,0.1,4,1,1,1,1,1,570fc5d2-d1b5-4a26-9819-3c0a7b0864a5,-2147447506,-,1,570FC5D2-D1B5-4A26-9819-3C0A7B0864A5.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,570fc5d2-d1b5-4a26-9819-3c0a7b0864a5,589626,589626,AF17,GI,Africa
ETH,2000,200,Acute hepatitis C,TOTAL,MALE,33640494,36.24,12190.23,48516.33,1552.13,0.26,87.92,187.04,34.74,36.5,12278.15,48703.37,1586.87,0.73,245.09,1010.67,23.32,0,0,0,4,1,1,1,1,1,1e0e3f32-14cb-4c5d-8454-832ccceeb53a,-2147447505,-,1,1E0E3F32-14CB-4C5D-8454-832CCCEEB53A.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,1e0e3f32-14cb-4c5d-8454-832ccceeb53a,589626,589626,AF17,GI,Africa
ETH,2000,205,Acute hepatitis E,TOTAL,MALE,33640494,18.68,6283.83,17051.52,1790.26,0.6,200.52,394.89,77.07,19.28,6484.34,17446.41,1867.32,0.35,117.64,333.67,28.04,0,0,0,4,1,1,1,1,1,86be34ed-0aa3-4ceb-be49-abc7107dea36,-2147447504,-,1,86BE34ED-0AA3-4CEB-BE49-ABC7107DEA36.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,86be34ed-0aa3-4ceb-be49-abc7107dea36,589626,589626,AF17,GI,Africa
ETH,2000,210,Parasitic and vector diseases,TOTAL,MALE,33640494,4552.61,1531521.64,3543240.41,580058.38,457.86,154025.66,272874.77,81487.3,5010.47,1685547.3,3816115.19,661545.67,58.37,19636.29,45048.48,7517.71,3.8,5.2,4.4,3,0,1,0,0,1,8d4b6c0e-699a-43f4-b21d-7ccdb91b0f09,-2147447503,-,1,8D4B6C0E-699A-43F4-B21D-7CCDB91B0F09.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,8d4b6c0e-699a-43f4-b21d-7ccdb91b0f09,589626,589626,AF17,Unspecified,Africa
ETH,2000,220,Malaria,TOTAL,MALE,33640494,3165.97,1065049.36,2005225.43,402967.89,38.96,13107.11,20555.57,7990.44,3204.94,1078156.47,2025781,410958.34,38.26,12872.09,24247.65,4917.17,2.5,0.4,2.8,4,1,1,1,1,1,d7e4d251-0faa-4c82-972c-4f3dca31f78a,-2147447502,-,1,D7E4D251-0FAA-4C82-972C-4F3DCA31F78A.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,d7e4d251-0faa-4c82-972c-4f3dca31f78a,589626,589626,AF17,Unspecified,Africa
ETH,2000,230,African trypanosomiasis,TOTAL,MALE,33640494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,d9fbe4fa-f086-45a2-b7b2-86367aa67370,-2147447501,-,1,D9FBE4FA-F086-45A2-B7B2-86367AA67370.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,d9fbe4fa-f086-45a2-b7b2-86367aa67370,589626,589626,AF17,Unspecified,Africa
ETH,2000,240,Chagas disease,TOTAL,MALE,33640494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,6b5acb2d-255c-4023-b203-f1c876c33016,-2147447500,-,1,6B5ACB2D-255C-4023-B203-F1C876C33016.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,6b5acb2d-255c-4023-b203-f1c876c33016,589626,589626,AF17,CV,Africa
ETH,2000,250,Schistosomiasis,TOTAL,MALE,33640494,183.67,61787.47,98999.05,34615.77,167.92,56490.03,113707.83,26118.36,351.59,118277.51,212706.88,60734.14,3.97,1334.68,2137.68,746.96,0.3,1.9,0.3,4,1,1,1,1,1,8a7d0a78-b78a-4787-b353-a208bb13d037,-2147447499,-,1,8A7D0A78-B78A-4787-B353-A208BB13D037.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,8a7d0a78-b78a-4787-b353-a208bb13d037,589626,589626,AF17,GI,Africa
ETH,2000,260,Leishmaniasis,TOTAL,MALE,33640494,210.66,70866.57,100958.87,43135.38,1.6,539.24,1070.94,213.73,212.26,71405.81,102029.81,43349.11,2.58,867.17,1241.2,526.34,0.2,0,0.2,4,1,1,1,1,1,dd27825f-1e06-4c8c-80dc-fc35303af943,-2147447498,-,1,DD27825F-1E06-4C8C-80DC-FC35303AF943.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,dd27825f-1e06-4c8c-80dc-fc35303af943,589626,589626,AF17,Unspecified,Africa
ETH,2000,270,Lymphatic filariasis,TOTAL,MALE,33640494,0,0,0,0,115.37,38811.77,66253.75,21443.64,115.37,38811.77,66253.75,21443.64,0,0,0,0,0,1.3,0.1,4,1,1,1,1,1,f69676bd-9b12-477a-8c94-0a66c85b7036,-2147447497,-,1,F69676BD-9B12-477A-8C94-0A66C85B7036.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,f69676bd-9b12-477a-8c94-0a66c85b7036,589626,589626,AF17,Unspecified,Africa
ETH,2000,280,Onchocerciasis,TOTAL,MALE,33640494,0,0,0,0,60.39,20315.66,31768.65,11504.99,60.39,20315.66,31768.65,11504.99,0,0,0,0,0,0.7,0.1,4,1,1,1,1,1,29a5161c-9d78-4118-8b11-e539eafa1dd9,-2147447496,-,1,29A5161C-9D78-4118-8B11-E539EAFA1DD9.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,29a5161c-9d78-4118-8b11-e539eafa1dd9,589626,589626,AF17,Ophtho,Africa
ETH,2000,285,Cysticercosis,TOTAL,MALE,33640494,10.72,3605.99,7112.24,1091.25,12.79,4303.19,8837.91,1531.08,23.51,7909.18,15950.15,2622.34,0.19,64.7,128.73,18.82,0,0.1,0,4,1,1,1,1,1,74009ac7-9ea9-4ec0-89bf-39a6f3e6cec5,-2147447495,-,1,74009AC7-9EA9-4EC0-89BF-39A6F3E6CEC5.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,74009ac7-9ea9-4ec0-89bf-39a6f3e6cec5,589626,589626,AF17,Neuro,Africa
ETH,2000,295,Echinococcosis,TOTAL,MALE,33640494,50.47,16979.1,30660.8,7542.86,7.9,2656.25,4586.93,1339.16,58.37,19635.35,35247.73,8882.01,0.69,230.59,436.93,87.98,0,0.1,0.1,4,1,1,1,1,1,3bbb9629-e13d-4c76-9a37-43b9d08cb6e0,-2147447494,-,1,3BBB9629-E13D-4C76-9A37-43B9D08CB6E0.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,3bbb9629-e13d-4c76-9a37-43b9d08cb6e0,589626,589626,AF17,GI,Africa
ETH,2000,300,Dengue,TOTAL,MALE,33640494,0.01,3.62,9.77,0.8,0.16,53.04,178.22,7.89,0.17,56.66,187.99,8.69,0,0.11,0.31,0.02,0,0,0,4,1,1,1,1,1,25ef18a6-d185-4b94-b61f-d20ac77fc988,-2147447493,-,1,25EF18A6-D185-4B94-B61F-D20AC77FC988.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,25ef18a6-d185-4b94-b61f-d20ac77fc988,589626,589626,AF17,Unspecified,Africa
ETH,2000,310,Trachoma,TOTAL,MALE,33640494,0,0,0,0,52.66,17716.27,25800.15,11332.08,52.66,17716.27,25800.15,11332.08,0,0,0,0,0,0.6,0,4,1,1,1,1,1,123928d3-dac7-4b07-acd1-1b022d1c96cc,-2147447492,-,1,123928D3-DAC7-4B07-ACD1-1B022D1C96CC.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,123928d3-dac7-4b07-acd1-1b022d1c96cc,589626,589626,AF17,Ophtho,Africa
ETH,2000,315,Yellow fever,TOTAL,MALE,33640494,317.57,106832.79,331941.75,25262.65,0.07,23.5,80.79,4.53,317.64,106856.3,332022.54,25267.18,4.22,1420.92,4465.77,323.87,0.3,0,0.3,4,1,1,1,1,1,f42980a2-db0b-40a9-a550-2cc1d8155210,-2147447491,-,1,F42980A2-DB0B-40A9-A550-2CC1D8155210.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,f42980a2-db0b-40a9-a550-2cc1d8155210,589626,589626,AF17,Unspecified,Africa
ETH,2000,320,Rabies,TOTAL,MALE,33640494,613.54,206396.74,693044.13,32608.63,0.03,9.59,34.02,1.38,613.57,206406.33,693078.14,32610.01,8.46,2846.04,9608.96,438.33,0.6,0,0.5,4,1,1,1,1,1,17859fa6-8a14-4c20-925a-cfd5b6c7cdc8,-2147447490,-,1,17859FA6-8A14-4C20-925A-CFD5B6C7CDC8.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,17859fa6-8a14-4c20-925a-cfd5b6c7cdc8,589626,589626,AF17,Neuro,Africa
ETH,2000,330,Intestinal nematode infections,TOTAL,MALE,33640494,65.11,21901.8,33911.81,3472.56,210.05,70660.31,115727.96,38988.87,275.15,92562.11,149639.77,42461.43,0.74,248.86,387.41,38.74,0,2.4,0.2,3,0,1,0,0,1,4bf53f49-6227-412e-a4a4-5c657dd60e67,-2147447489,-,1,4BF53F49-6227-412E-A4A4-5C657DD60E67.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,4bf53f49-6227-412e-a4a4-5c657dd60e67,589626,589626,AF17,GI,Africa
ETH,2000,340,Ascariasis,TOTAL,MALE,33640494,65.11,21901.8,26948.3,12196.41,19.9,6695.1,13323.51,2649.31,85.01,28596.9,40271.81,14845.72,0.74,248.86,309.92,135.79,0,0.2,0.1,4,1,1,1,1,1,ba062ebb-4d94-4df7-adde-b88f1c8045ac,-2147447488,-,1,BA062EBB-4D94-4DF7-ADDE-B88F1C8045AC.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,ba062ebb-4d94-4df7-adde-b88f1c8045ac,589626,589626,AF17,GI,Africa
ETH,2000,350,Trichuriasis,TOTAL,MALE,33640494,0,0,0,0,7.23,2431.5,4622.6,1074.2,7.23,2431.5,4622.6,1074.2,0,0,0,0,0,0.1,0,4,1,1,1,1,1,1b44e507-388f-4a99-bb5a-e6edea257a56,-2147447487,-,1,1B44E507-388F-4A99-BB5A-E6EDEA257A56.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,1b44e507-388f-4a99-bb5a-e6edea257a56,589626,589626,AF17,GI,Africa
ETH,2000,360,Hookworm disease,TOTAL,MALE,33640494,0,0,0,0,182.92,61533.71,97781.85,35265.36,182.92,61533.71,97781.85,35265.36,0,0,0,0,0,2.1,0.2,4,1,1,1,1,1,4e9a0cd8-5a19-426a-84a1-2c78b086a056,-2147447486,-,1,4E9A0CD8-5A19-426A-84A1-2C78B086A056.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,4e9a0cd8-5a19-426a-84a1-2c78b086a056,589626,589626,AF17,GI,Africa
ETH,2000,362,Food-bourne trematodes,TOTAL,MALE,33640494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,2df56fa8-14ca-44d2-959f-2ede5278dff0,-2147447485,-,1,2DF56FA8-14CA-44D2-959F-2EDE5278DFF0.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,2df56fa8-14ca-44d2-959f-2ede5278dff0,589626,589626,AF17,GI,Africa
ETH,2000,365,Leprosy,TOTAL,MALE,33640494,0,0,0,0,1.2,403.49,646.93,221.88,1.2,403.49,646.93,221.88,0,0,0,0,0,0,0,3,1,1,1,1,1,9f158b79-58a0-4487-9ee5-f3e353202dd8,-2147447484,-,1,9F158B79-58A0-4487-9EE5-F3E353202DD8.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,9f158b79-58a0-4487-9ee5-f3e353202dd8,589626,589626,AF17,Derm,Africa
ETH,2000,370,Other infectious diseases,TOTAL,MALE,33640494,628.24,211344.37,333695.32,124575.84,120.12,40408.61,67665.51,21469.86,748.36,251752.98,401360.83,146045.71,7.7,2590.43,4179.79,1483.48,0.5,1.4,0.7,3,1,1,1,0,1,0e252cd0-91a5-41c9-83e5-bc30b5abc17b,-2147447483,-,1,0E252CD0-91A5-41C9-83E5-BC30B5ABC17B.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,0e252cd0-91a5-41c9-83e5-bc30b5abc17b,589626,589626,AF17,Unspecified,Africa
ETH,2000,380,Respiratory infections,TOTAL,MALE,33640494,15403.78,5181909.16,7477320.71,3430902.46,114.48,38513.29,63667.02,21114.2,15518.27,5220422.45,7540987.73,3452016.66,191.68,64482.9,92329.42,43166.5,12.5,1.3,13.7,2,0,1,0,0,1,61f71c3a-170e-4b64-bc45-171f9e035357,-2147447482,-,1,61F71C3A-170E-4B64-BC45-171F9E035357.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,61f71c3a-170e-4b64-bc45-171f9e035357,589626,589626,AF17,Resp,Africa
ETH,2000,390,Lower respiratory infections,TOTAL,MALE,33640494,15175.18,5105005.28,6473578.28,3607842.25,15.04,5060.32,7496.89,3238.7,15190.22,5110065.6,6481075.17,3611080.96,188.91,63551.14,80951.35,45143.93,12.3,0.2,13.4,3,1,1,1,1,1,d2bc8308-83cc-4834-8dd8-27d6489eeafa,-2147447481,-,1,D2BC8308-83CC-4834-8DD8-27D6489EEAFA.1,SYS_DATA_LOAD,-,2024-08-06T01:23:16Z,-,2024-08-06T01:23:16Z,d2bc8308-83cc-4834-8dd8-27d6489eeafa,589626,589626,AF17,Resp,Africa
